Chrom.1		
UV		
ml	mAU	
1.712	0.2678974	
1.713	0.2677492	
1.715	0.2680269	
1.716	0.2687413	
1.718	0.2692199	
1.719	0.2689065	
1.721	0.2684298	
1.722	0.2681834	
1.724	0.2685343	
1.725	0.2692761	
1.727	0.2691951	
1.728	0.2686872	
1.73	0.2694213	
1.731	0.2702149	
1.733	0.2700605	
1.734	0.2698925	
1.736	0.2696196	
1.737	0.2687547	
1.739	0.2681183	
1.74	0.2683803	
1.742	0.268981	
1.743	0.2692535	
1.745	0.268994	
1.746	0.2685446	
1.748	0.2696619	
1.749	0.2702593	
1.751	0.2704791	
1.752	0.2706692	
1.754	0.2695616	
1.755	0.2685568	
1.757	0.2683039	
1.758	0.2682068	
1.76	0.26869	
1.761	0.268564	
1.763	0.2679026	
1.764	0.2675091	
1.766	0.2674363	
1.767	0.2670973	
1.769	0.2663266	
1.77	0.265206	
1.772	0.2641474	
1.773	0.2638624	
1.775	0.26287	
1.776	0.2627365	
1.778	0.2627974	
1.779	0.2622563	
1.781	0.2617186	
1.782	0.2621126	
1.784	0.2621645	
1.785	0.2609089	
1.787	0.2603482	
1.788	0.2607521	
1.79	0.2616191	
1.791	0.2612407	
1.793	0.2603529	
1.794	0.2600703	
1.796	0.2594689	
1.797	0.2585989	
1.799	0.2586659	
1.8	0.257886	
1.802	0.2578281	
1.803	0.2586029	
1.805	0.2580832	
1.806	0.2577487	
1.808	0.258475	
1.809	0.2593319	
1.811	0.2599092	
1.812	0.260242	
1.814	0.2605871	
1.815	0.2610346	
1.817	0.2610194	
1.818	0.2612654	
1.82	0.2618043	
1.821	0.261923	
1.823	0.2612277	
1.824	0.2602085	
1.826	0.2606332	
1.827	0.2610355	
1.829	0.2618369	
1.83	0.2633395	
1.832	0.2643826	
1.833	0.2643523	
1.835	0.2642888	
1.836	0.264563	
1.838	0.2646749	
1.839	0.2646574	
1.841	0.2643837	
1.842	0.2635891	
1.844	0.264385	
1.845	0.264208	
1.847	0.2646234	
1.848	0.2637727	
1.85	0.2640218	
1.851	0.2636095	
1.853	0.2630579	
1.854	0.2634043	
1.856	0.2623546	
1.857	0.2609468	
1.859	0.2603167	
1.86	0.2600029	
1.862	0.260084	
1.863	0.2603837	
1.865	0.2600899	
1.866	0.2599693	
1.868	0.2596781	
1.869	0.259359	
1.871	0.2590758	
1.872	0.2583485	
1.874	0.2577444	
1.875	0.2572029	
1.877	0.2571264	
1.878	0.2566097	
1.879	0.2563311	
1.881	0.2553206	
1.882	0.2538496	
1.884	0.2527709	
1.885	0.2528988	
1.887	0.2528515	
1.888	0.2512831	
1.89	0.2507585	
1.891	0.250515	
1.893	0.2505064	
1.894	0.2495285	
1.896	0.2488238	
1.897	0.2489057	
1.899	0.2496302	
1.9	0.2494655	
1.902	0.2480877	
